"name","u_keywords","location","u_floor","u_room","model_id","u_department_location","asset_tag","u_building","u_last_rounded_date","serial_number","assignment_group","cost_center","comments","short_description","u_hot_spare","os","install_status","department","u_device_rounding","sys_updated_on","po_number","u_category","u_scheduled_retirement","u_last_scanned_date","u_special_handle","os_version"
"AO000586","","VIHA-RJH-Royal Jubilee Hospital-Eric Martin Pavilion-5th Floor","5","EMP513","Tangent MEDIX 22B V5","Mental Health","HSS-8073527","EMP","05/06/2025","C23202M082","NTT-Deskside Services-RoyalJubilee-Staffed","54.71.570090500","","","false","Windows 11 Enterprise","Operational","MCS MH VMHC Vic2","Mobile Cart","07/03/2025 14:53:22","VIHATRP20230410-024","All-in-One","05/31/2026","05/24/2025","","10.0.22631"
"AO000590","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","ED Triage","Tangent MEDIX 22B V5","Emergency Department","HSS-8073504","D&T","08/10/2025","C23202M041","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.310200000","","","false","Windows 11 Enterprise","Operational","RJH Emergency","Mobile Cart","08/10/2025 21:32:06","VIHATRP20230410-003","All-in-One","05/31/2026","08/09/2025","","10.0.22631"
"AO000591","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","8","S885 - East","Tangent MEDIX 22B V5","Oncology - Palliative Care","HSS-8073900","Patient Care Center","07/10/2025","C23202M150","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","General Rounding","08/09/2025 21:51:44","VIHATRP20230424-077","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
"AO000598","","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor","G","Hallway","Tangent MEDIX 22B V5","Endoscopy","HSS-8073689","Ambulatory","08/06/2025","C23202M175","NTT-Deskside Services-Nanaimo-Staffed","01.71.340550000","","","false","Windows 11 Enterprise","Operational","NRG Endoscopy","Mobile Cart","08/10/2025 21:19:45","VIHATRP20230417-058","All-in-One","09/30/2027","08/09/2025","","10.0.22631"
"AO000599","","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor","G","Hallway - OR1","Tangent MEDIX 22B V5","Endoscopy","HSS-8073691","Ambulatory","06/22/2025","C23202M171","NTT-Deskside Services-Nanaimo-Staffed","01.71.340550000","","","false","Windows 11 Enterprise","Operational","NRG Endoscopy","Mobile Cart","08/10/2025 21:31:01","VIHATRP20230417-060","All-in-One","09/30/2027","08/09/2025","","10.0.22631"
"AO000601","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","8","S885 - East","Tangent MEDIX 22B V5","Oncology - Palliative Care","HSS-8076182","Patient Care Center","07/04/2025","C23106M139","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210101000","","","false","Windows 11 Enterprise","Operational","RJH Gen Med & Lung Health 8N","General Rounding","08/09/2025 21:57:18","VIHATRP20230710-084","All-in-One","08/31/2027","08/08/2025","","10.0.22631"
"AO000608","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","4","S445","Tangent MEDIX 22B V5","PCC 4SW","HSS-8074383","PCC","07/18/2025","C23106M061","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210850400","","","false","Windows 11 Enterprise","Operational","RJH MAU & Kidney Care 4S","Mobile Cart","08/10/2025 21:07:39","VIHATRP20230515-042","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO000612","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","4","N485","Tangent MEDIX 22B V5","General Medicine","HSS-8074366","Patient Care Center","08/01/2025","C23106M081","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210850400","","","false","Windows 11 Enterprise","Operational","RJH MAU & Kidney Care 4S","Mobile Cart","08/09/2025 21:57:58","VIHATRP20230515-026","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
"AO000619","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","B028A","Tangent MEDIX 22B V12","","HSS-8089504","","","C24529M124","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 10 Enterprise","Operational","ACC Clinical Ops NRGH Adm","","08/10/2025 06:30:31","VIHATRP20240902-037","Desktop","10/31/2028","08/08/2025","","10.0.19045"
"AO000635","","VIHA-VHU-Victoria Health Unit-Main Building-1st Floor","1","Multipurpose room","TANGENT MEDIX M24T V2","Vaccination Clinic","C018095","VHU","08/04/2024","C20514M201","NTT-Deskside Services-RoyalJubilee-Local","90.71.125400700","","","false","Windows 10 Enterprise","Operational","COV IHealth Devices","Mobile Cart","08/09/2025 21:37:58","Lease Information Extract - HPFS Tangent","All-in-One","06/30/2023","08/08/2025","","10.0.19045"
"AO000639","","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","3","IMIT","Tangent MEDIX T22B V5","","HSS-8085941","West block","","T22A26M074","NTT-Deskside Services-RoyalJubilee-Staffed","74.71.554120600","","","false","Windows 10 Enterprise","Operational","PHC Chapel Street","Mobile Cart","07/11/2025 22:20:29","VIHATRP20240422-103","All-in-One","08/31/2027","07/10/2025","","10.0.19045"
"AO000641TRP","","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","1","MDRD","Tangent MEDIX 22B V2","MDRD","HSS-8086377","Main Building","","C23801M066","NTT-Deskside Services-VictoriaGen-Staffed","10.71.135400000","","","false","Windows 11 Enterprise","Operational","VGH MDRD","General Rounding","08/09/2025 22:01:41","VIHATRP20240506-048","All-in-One","03/31/2028","08/08/2025","","10.0.22631"
"AO000650","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","2nd Floor","OR","TANGENT MEDIX 24 V2","RJH Emergency Services","HSS-8091937","Diagnostic & Treatment","","T23712M007","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.310200000","","","false","Windows 10 Enterprise","Operational","RJH Emergency","Mobile Cart","08/13/2025 21:27:04","VIHATRP20250113-006","All-in-One","04/30/2028","08/12/2025","","10.0.19045"
"AO000654","","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","0","CV0620","TANGENT MEDIX M24T V2","Device Integration","C004923","Main Building","05/07/2024","C20514M225","NTT-Deskside Services-NorthIsland-Staffed","90.71.125400700","","","false","Microsoft Windows 10 Enterprise","Operational","COV IHealth Devices","Mobile Cart","03/16/2025 10:03:19","Lease Information Extract - HPFS Tangent","All-in-One","06/30/2023","12/16/2023","",""
"AO000671TRP","","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Basement 1","IMIT","TANGENT MEDIX 24 V2","IM/IT","HSS-8092932","Memorial Pavilion","","T23713M057","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125409200","","","false","Microsoft Windows 10 Enterprise","Operational","COV Device Management - PHSA","Mobile Cart","04/17/2025 11:38:41","ISLHTRP20250407-026","All-in-One","04/30/2028","04/03/2025","",""
"AO000674","","VIHA-DVUPCC-Downtown Victoria Urgent Primary Care Centre","1","104","Tangent MEDIX T22B V4","DVUPCC","C010049","DVUPCC","03/12/2024","C21212M002","NTT-Deskside Services-RoyalJubilee-Local","90.71.125400700","Confirmed from DI  tech Trevor as he was the last person who logged into it, that this tangent is now at DVUPCC","","false","Windows 11 Enterprise","Operational","COV IHealth Devices","General Rounding","07/03/2025 14:50:40","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2024","06/07/2025","","10.0.22631"
"AO000675","","VIHA-RJH-Royal Jubilee Hospital-Royal Jubilee Main-1st Floor","1st Floor","DT1325 HALL-1","Tangent MEDIX 22B V12","SPH Admin/Education/Site Ops","HSS-8091311","Royal Jubilee Main","","C24529M064","NTT-Deskside Services-RoyalJubilee-Staffed","09.71.110000000","","","false","Windows 10 Enterprise","Operational","SPH Administration","Mobile Cart","08/09/2025 21:36:47","VIHATRP20241118-046","Desktop","10/31/2028","08/08/2025","","10.0.19045"
"AO000676","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","8th Floor","C801","Tangent MEDIX 22B V12","RJH 8S Gen Med & Oncology Care","HSS-8091322","Patient Care Center","07/07/2025","C24529M022","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210100700","","","false","Windows 11 Enterprise","Operational","RJH Gen Med & Oncology Care 8S","General Rounding","08/08/2025 21:47:32","VIHATRP20241118-057","Desktop","10/31/2028","08/07/2025","","10.0.22631"
"AO000677","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","3rd Floor","S345","Tangent MEDIX 22B V12","RJH CCU & 3S","HSS-8091800","Patient Care Center","07/19/2025","C24805M050","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210402200","","","false","Windows 10 Enterprise","Operational","RJH Med Card & Gen Med 3S","Mobile Cart","07/19/2025 10:37:45","VIHATRP20250106-002","All-in-One","02/28/2029","06/06/2025","","10.0.19045"
"AO000678","","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor","7","S7B Hallway","TANGENT MEDIX 22B V20","VGH General Surgery","HSS-8092546","South tower","07/18/2025","C25122M040","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220350000","","","false","Windows 11 Enterprise","Operational","VGH 7A South Womens Surgery","General Rounding","08/09/2025 21:41:46","VIHATRP20250310-021","All-in-One","04/30/2029","08/08/2025","","10.0.22631"
"AO000679","","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor","3","RP302A","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","","HSS-8082872","RP","06/28/2025","C23801M032","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210100700","","","false","Windows 11 Enterprise","Operational","RJH Gen Med & Oncology Care 8S","Mobile Cart","08/09/2025 22:03:40","VIHATRP20240129-110","All-in-One","02/29/2028","08/08/2025","","10.0.22631"
"AO000680","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","8th Floor","N87A","Tangent MEDIX 22B V12","RJH 8N Gen Med & Lung Health","HSS-8091824","Patient Care Center","07/04/2025","C24805M055","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210101000","","","false","Windows 11 Enterprise","Operational","RJH Gen Med & Lung Health 8N","Mobile Cart","08/10/2025 21:34:12","VIHATRP20250106-003","All-in-One","03/31/2029","08/09/2025","","10.0.22631"
"AO000681","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3rd Floor","CCU","Tangent MEDIX 22B V12","RJH 3rd Fl. CCU","HSS-8091321","D&T","07/05/2025","C24529M029","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210100700","","","false","Windows 11 Enterprise","Operational","RJH Gen Med & Oncology Care 8S","General Rounding","08/10/2025 21:13:58","VIHATRP20241118-056","Desktop","10/31/2028","08/09/2025","","10.0.22631"
"AO000682","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","4th Floor","S485","Tangent MEDIX 22B V12","RJH Gen Medicine & Renal","HSS-8091801","Patient Care Center","06/20/2025","C24805M068","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210101200","","","false","Windows 11 Enterprise","Operational","RJH Gen Med & Digestive 4N","Mobile Cart","08/01/2025 21:43:40","VIHATRP20250106-004","All-in-One","02/28/2029","07/31/2025","","10.0.22631"
"AO000683","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3","Main PACU area","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","PACU","HSS-8082861","D&T","06/28/2025","C23801M035","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.110005200","","","false","Windows 11 Enterprise","Operational","RJH Surg Svc-Perioperative Adm","Mobile Cart","08/10/2025 21:16:21","VIHATRP20240129-099","All-in-One","02/29/2028","08/09/2025","","10.0.22631"
"AO000684","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","C510","Tangent MEDIX 22B V12","RJH PACU/SDC","HSS-8091806","Patient Care Center","07/03/2025","C24805M074","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.265200000","","","false","Windows 11 Enterprise","Operational","RJH Post Anaesthetic Care Unit","Mobile Cart","08/12/2025 21:04:28","VIHATRP20250106-005","All-in-One","03/31/2029","08/11/2025","","10.0.22631"
"AO000685","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor","7th Floor","S785","Tangent MEDIX 22B V12","RJH Gen Surg & Wound Care 7S","HSS-8092039","Patient Care Center","07/01/2025","C24805M039","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.220100100","","","false","Windows 11 Enterprise","Operational","RJH Gen Surg & Wound Care 7S","Mobile Cart","08/11/2025 21:00:43","VIHATRP20250120-037","All-in-One","01/31/2029","08/10/2025","","10.0.22631"
"AO000686","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor","6th Floor","S645 (Nursing Station)","Tangent MEDIX 22B V12","RJH PCC 6 South Unit","HSS-8091812","Patient Care Center","06/22/2025","C24805M058","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.220101000","","","false","Windows 11 Enterprise","Operational","RJH Gen Surg & Bone Health 6S","Mobile Cart","08/14/2025 06:32:39","VIHATRP20250106-008","All-in-One","02/28/2029","08/09/2025","","10.0.22631"
"AO000687","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3rd Floor","DT3323","Tangent MEDIX 22B V12","RJH OR/Anaesthetic Services","HSS-8091807","Diagnostic & Treatment","","C24805M032","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.260200000","","","false","Windows 11 Enterprise","Operational","RJH Operating Room","Mobile Cart","07/13/2025 21:40:31","VIHATRP20250106-009","All-in-One","03/31/2029","07/12/2025","","10.0.22631"
"AO000688","","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","5","REHAB533","Tangent MEDIX 22B V12","Rehabilitation","HSS-8090922","North tower","07/16/2025","C24529M019","NTT-Deskside Services-VictoriaGen-Staffed","12.71.460000000","","","false","Windows 11 Enterprise","Operational","VGH RJH Speech Therapy","General Rounding","08/09/2025 21:40:22","VIHATRP20241007-082","Desktop","10/31/2028","08/08/2025","","10.0.22631"
"AO000689","","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor","","","Tangent MEDIX 22B V12","","HSS-8090546","","","C24529M045","NTT-Deskside Services-RoyalJubilee-Local","25.71.295201000","","","false","Windows 11 Enterprise","Operational","GLE Glengarry","Mobile Cart","08/09/2025 22:07:38","VIHATRP20241014-013","Desktop","10/31/2028","08/09/2025","","10.0.22631"
"AO000690","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","8","N-S868","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","PCC","HSS-8082864","PCC","07/05/2025","C23801M015","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.711209700","","","false","Windows 11 Enterprise","Operational","COV Student & New Entrant Prac","General Rounding","08/09/2025 21:32:37","VIHATRP20240129-102","All-in-One","02/29/2028","08/08/2025","","10.0.22631"
"AO000691","","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","6","N6C Hallway","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Acute Medicine","HSS-8086349","North tower","07/09/2025","C23719M073","NTT-Deskside Services-VictoriaGen-Staffed","10.71.210100000","","","false","Windows 11 Enterprise","Operational","VGH 6C General Medicine","General Rounding","08/10/2025 21:16:27","VIHATRP20240506-020","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO000692","","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","6","S6A Hallway","Tangent MEDIX 22B V12","Neuroscience","HSS-8090956","South tower","07/25/2025","C24529M138","NTT-Deskside Services-VictoriaGen-Staffed","12.71.305000900","","","false","Windows 10 Enterprise","Operational","ACS CPOE Training & Implement","General Rounding","08/10/2025 21:34:01","VIHATRP20241028-067","Desktop","10/31/2028","08/09/2025","","10.0.19045"
"AO000693","","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor","4","POD2","Tangent MEDIX 22B V12","Skyview","HSS-8090548","Main Building","06/04/2025","C24529M034","NTT-Deskside Services-RoyalJubilee-Local","GR.71.295201800","","","false","Windows 11 Enterprise","Operational","GOH RH Bridgeview","Mobile Cart","08/09/2025 21:43:34","VIHATRP20241014-015","Desktop","10/31/2028","08/08/2025","","10.0.22631"
"AO000694","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3","DT3249","Tangent MEDIX T22B V4","Surgical Day Care (SDC)","C010038","D&T","07/09/2025","C21212M057","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125400700","","","false","Microsoft Windows 10 Enterprise","Operational","COV IHealth Devices","Mobile Cart","07/09/2025 19:34:19","HPFS-VIHA contract","All-in-One","03/31/2024","10/11/2024","",""
"AO000695","","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","6","N6D Hallway","Tangent MEDIX 22B V12","Neuroscience","HSS-8090954","North tower","07/04/2025","C24529M083","NTT-Deskside Services-VictoriaGen-Staffed","12.71.305000900","","","false","Windows 10 Enterprise","Operational","ACS CPOE Training & Implement","General Rounding","08/10/2025 21:33:50","VIHATRP20241028-063","Desktop","10/31/2028","08/09/2025","","10.0.19045"
"AO000696","","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor","","405 (POD2 DRAGON)","Tangent MEDIX 22B V12","","HSS-8091467","","","C24805M051","NTT-Deskside Services-RoyalJubilee-Local","10.71.455200000","","","false","Microsoft Windows 10 Enterprise","Operational","VGH Occupational Therapy","Mobile Cart","02/05/2025 11:22:25","VIHATRP20241125-062","All-in-One","01/31/2029","11/26/2024","",""
"AO000697","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","","N485","Tangent MEDIX 22B V12","","HSS-8091295","","08/01/2025","C24529M028","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210850400","","","false","Windows 10 Enterprise","Operational","RJH MAU & Kidney Care 4S","Mobile Cart","08/10/2025 21:31:18","VIHATRP20241118-030","Desktop","10/31/2028","08/09/2025","","10.0.19045"
"AO000698","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1st Floor","DT129B","Tangent MEDIX 22B V12","SPH Admin/Education/Site Ops","HSS-8091813","Diagnostic & Treatment","","C24805M057","NTT-Deskside Services-RoyalJubilee-Staffed","09.71.110000000","","","false","Windows 11 Enterprise","Operational","SPH Administration","","08/10/2025 21:24:26","VIHATRP20250106-010","All-in-One","02/28/2029","08/09/2025","","10.0.22631"
"AO000699","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","N545","Tangent MEDIX 22B V12","RJH CTU & Medical Overflow","HSS-8091305","Patient Care Center","07/03/2025","C24529M026","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 10 Enterprise","Operational","RJH 5N","General Rounding","08/03/2025 22:02:09","VIHATRP20241118-040","Desktop","10/31/2028","08/02/2025","","10.0.19045"
